ToyCar
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.7006000000000001,0.5278947368421053,0.7222222222222222,0.13,0.22033898305084748
01,source,0.6106,0.5147368421052632,0.6956521739130435,0.16,0.2601626016260163
02,source,0.7385999999999999,0.5647368421052632,0.8181818181818182,0.18,0.29508196721311475
00,target,0.48260000000000003,0.5042105263157894,0.4444444444444444,0.2,0.2758620689655173
01,target,0.6395000000000001,0.5168421052631579,0.631578947368421,0.12,0.20168067226890754
02,target,0.5697,0.5389473684210526,0.5,1.0,0.6666666666666666
arithmetic mean,,0.6236,0.5278947368421052,0.6353466010216583,0.29833333333333334,0.31996549329851165
harmonic mean,,0.6116123753328467,0.5271764854954953,0.6074306419339137,0.1773511021284659,0.2745438324187575

ToyTrain
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.7224,0.6757894736842105,0.5,1.0,0.6666666666666666
01,source,0.7202999999999999,0.6110526315789474,0.5076142131979695,1.0,0.6734006734006733
02,source,0.7144000000000001,0.4747368421052631,0.5,1.0,0.6666666666666666
00,target,0.5702,0.49684210526315786,0.5,1.0,0.6666666666666666
01,target,0.5131,0.48473684210526313,0.494949494949495,0.98,0.6577181208053691
02,target,0.5216000000000001,0.48894736842105263,0.5,1.0,0.6666666666666666
arithmetic mean,,0.6269999999999999,0.5386842105263158,0.5004272846912441,0.9966666666666667,0.6662975768121181
harmonic mean,,0.6127296138554906,0.5289327086464256,0.500399979575511,0.9966101694915255,0.6662663025619526

fan
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.6747,0.5736842105263158,0.6627906976744186,0.57,0.6129032258064515
01,source,0.6855,0.5089473684210526,0.6349206349206349,0.4,0.49079754601227
02,source,0.6486999999999999,0.5273684210526316,0.6521739130434783,0.45,0.5325443786982249
00,target,0.6974,0.5436842105263158,0.651685393258427,0.58,0.6137566137566138
01,target,0.5083,0.48105263157894734,0.5154639175257731,0.5,0.5076142131979695
02,target,0.6799,0.5931578947368421,0.5,1.0,0.6666666666666666
arithmetic mean,,0.6490833333333333,0.5379824561403509,0.602839092737122,0.5833333333333334,0.5707137740230327
harmonic mean,,0.6414012975019069,0.5353254135104137,0.5945545921069552,0.5356786000414082,0.56358311499002

gearbox
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.5564835164835165,0.5154553049289892,0.3763440860215054,0.6666666666666666,0.4810996563573883
01,source,0.7318244170096021,0.5216951844632156,0.6163522012578616,0.9074074074074074,0.7340823970037453
02,source,0.5918545356951154,0.5152837811113936,0.6101694915254238,0.782608695652174,0.6857142857142858
00,target,0.7331211419753086,0.5511492852501625,0.5919540229885057,0.9537037037037037,0.7304964539007093
01,target,0.724022633744856,0.5155584434336871,0.5846994535519126,0.9907407407407407,0.7353951890034364
02,target,0.6648412698412699,0.5355054302422724,0.5950920245398773,0.8083333333333333,0.6855123674911662
arithmetic mean,,0.6670245857916114,0.52577457157162,0.5624352133141811,0.8515767579173376,0.6753833915784554
harmonic mean,,0.6591688033276749,0.5254415198708718,0.5455292403626314,0.8362577406038992,0.6603087976120765

pump
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.6753,0.6252631578947369,0.7543859649122807,0.43,0.5477707006369427
01,source,0.8197000000000001,0.5778947368421052,0.7444444444444445,0.67,0.7052631578947369
02,source,0.6343000000000001,0.5557894736842105,0.6666666666666666,0.42,0.5153374233128833
00,target,0.5763,0.5131578947368421,0.5606060606060606,0.37,0.4457831325301205
01,target,0.4545,0.5010526315789474,0.4807692307692308,0.75,0.5859375
02,target,0.6237999999999999,0.5163157894736842,0.5957446808510638,0.28,0.380952380952381
arithmetic mean,,0.63065,0.5482456140350876,0.6337695080416245,0.48666666666666664,0.5301740492211774
harmonic mean,,0.611257640964006,0.544944110194971,0.6178420304284667,0.4345767925850796,0.5102527663635301

slider
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.7367,0.5352631578947369,0.7058823529411765,0.36,0.4768211920529802
01,source,0.8161,0.6078947368421053,0.8181818181818182,0.54,0.6506024096385542
02,source,0.789572192513369,0.64349376114082,0.7671232876712328,0.5490196078431373,0.64
00,target,0.6711000000000001,0.5731578947368421,0.6885245901639344,0.42,0.5217391304347826
01,target,0.6637755102040817,0.5288936627282492,0.7090909090909091,0.39,0.5032258064516129
02,target,0.4606881968473664,0.5045427871871143,0.46923076923076923,0.5980392156862745,0.5258620689655172
arithmetic mean,,0.6896559832608028,0.5655410000883113,0.6930056212133066,0.47617647058823537,0.5530417679239078
harmonic mean,,0.6654434931874615,0.5615490617694378,0.6714229356470143,0.459128239813635,0.5453432578821763

valve
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.5063000000000001,0.5078947368421053,0.625,0.2,0.30303030303030304
01,source,0.5346,0.4894736842105263,0.5121951219512195,0.21,0.2978723404255319
02,source,0.5936,0.5110526315789473,0.6111111111111112,0.22,0.3235294117647059
00,target,0.47019999999999995,0.48578947368421055,0.4,0.14,0.20740740740740743
01,target,0.5529999999999999,0.53,0.5234899328859061,0.78,0.6265060240963854
02,target,0.5537,0.48947368421052634,0.55,0.22,0.3142857142857143
arithmetic mean,,0.5352333333333333,0.5022807017543859,0.5369660276580395,0.295,0.3454385335016747
harmonic mean,,0.5323201696485421,0.5017991014147222,0.5255236861907845,0.21995971433803332,0.31011834686163947

,,AUC,pAUC,precision,recall,F1 score
"arithmetic mean over all machine types, sections, and domains",,0.6317496051027257,0.5352004701368824,0.5949699069538822,0.5696790326436534,0.5230020837655539
